,max_background_compactions,max_background_flushes,write_buffer_size,max_write_buffer_number,min_write_buffer_number_to_merge,compaction_pri,compaction_style,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,compression_type,bloom_locality,open_files,block_size,cache_index_and_filter_blocks,max_bytes_for_level_base,max_bytes_for_level_multiplier,target_file_size_base,target_file_size_multiplier,num_levels,memtable_bloom_size_ratio,compression_ratio
0,15,1,2086912,8,2,3,0,8,23,44,0,0,-1,16384,1,5242880,8,2007040,1,7,0,0.02
1,15,1,2086912,8,2,2,0,8,20,50,0,0,10000,16384,1,7340032,8,2039808,1,8,0,0.04
2,15,1,2086912,8,2,3,0,8,23,43,0,1,-1,16384,1,5242880,8,2092032,1,7,0,0.02
3,15,1,2086912,8,2,3,0,8,24,54,0,0,10000,16384,1,4194304,8,2092032,1,7,0,0.02
4,16,1,2060288,8,2,3,0,8,25,45,0,1,10000,16384,1,4194304,8,1966080,1,8,0,0.06
5,16,1,2093056,8,2,3,0,8,23,53,0,0,100000,16384,1,3145728,8,2057216,1,7,0,0.04
6,15,2,2086912,8,2,3,0,8,25,46,0,0,-1,16384,1,5242880,8,2007040,1,8,0,0.02
7,16,1,2086912,8,2,2,0,8,25,34,0,0,-1,16384,1,4194304,8,2036736,1,7,0.05,0.04
8,14,1,2086912,8,2,1,0,8,18,46,0,0,10000,16384,1,6291456,8,2057216,1,7,0.05,0.02
9,14,1,2086912,8,2,3,0,8,25,44,0,0,-1,16384,1,4194304,8,2007040,1,8,0.15,0.05
10,15,4,2086912,8,2,3,0,8,24,48,0,0,10000,16384,1,3145728,8,2036736,1,7,0,0.04
11,15,1,2086912,8,2,3,0,8,25,42,0,0,-1,16384,1,4194304,8,2083840,1,6,0.05,0.06
12,15,1,2086912,8,2,3,0,8,24,48,0,0,10000,16384,1,7340032,8,2092032,1,7,0,0.02
13,15,1,2086912,8,2,1,0,8,22,47,0,0,10000,16384,1,4194304,8,2057216,1,7,0.15,0.05
14,15,1,2086912,8,2,3,0,8,25,44,0,0,10000,16384,1,4194304,8,2069504,1,7,0.2,0.04
15,16,2,2086912,8,2,3,0,8,23,55,0,0,-1,16384,1,4194304,8,1947648,1,8,0,0.02
16,16,1,2093056,8,2,2,0,8,26,44,0,0,10000,16384,1,4194304,8,2083840,1,6,0.05,0.06
17,15,1,2086912,8,2,3,0,8,26,50,0,0,10000,16384,1,5242880,8,2069504,1,7,0.15,0.07
18,14,1,2086912,8,2,1,0,8,22,47,0,0,100000,16384,1,4194304,8,2036736,1,8,0,0.04
19,16,1,2086912,8,2,3,0,8,26,37,0,1,-1,16384,1,6291456,8,2083840,1,8,0.05,0.06
20,15,1,2086912,8,2,1,0,8,25,35,0,0,-1,16384,1,4194304,8,2036736,1,7,0.05,0.04
21,15,1,2086912,8,2,3,0,8,25,49,0,0,-1,16384,1,5242880,8,1906688,1,8,0,0.02
22,16,1,2069504,8,2,2,0,8,20,42,0,0,10000,16384,1,6291456,8,2083840,1,6,0.05,0.06
23,15,1,2060288,8,2,3,0,8,26,36,0,0,-1,16384,1,5242880,8,2007040,1,7,0,0.02
24,15,2,2086912,8,2,2,0,8,29,42,0,0,10000,16384,1,4194304,8,2083840,1,8,0.05,0.06
25,16,1,2086912,8,2,2,0,8,26,33,0,0,-1,16384,1,6291456,8,2057216,1,7,0,0.03
26,15,1,2086912,8,2,2,0,8,20,44,0,0,10000,16384,1,7340032,8,2039808,1,8,0.05,0.05
27,14,3,1988608,8,2,3,0,8,24,45,0,0,10000,16384,1,4194304,8,2069504,1,7,0,0.04
28,16,1,2086912,8,2,2,0,8,25,38,0,0,10000,15360,1,4194304,8,2036736,1,7,0.05,0.04
