,max_background_compactions,max_background_flushes,write_buffer_size,max_write_buffer_number,min_write_buffer_number_to_merge,compaction_pri,compaction_style,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,compression_type,bloom_locality,open_files,block_size,cache_index_and_filter_blocks,max_bytes_for_level_base,max_bytes_for_level_multiplier,target_file_size_base,target_file_size_multiplier,num_levels,memtable_bloom_size_ratio,compression_ratio
0,16,16,2052096,8,2,3,0,8,31,64,0,1,-1,15360,1,8388608,12,1887232,1,5,0.2,0.01
1,16,16,2052096,8,2,3,0,8,27,64,0,1,-1,10240,1,8388608,11,1479680,1,5,0.2,0.01
2,16,13,2060288,8,2,3,0,8,29,64,0,1,10000,8192,1,8388608,12,939008,1,5,0.2,0.01
3,16,14,2060288,7,2,3,0,8,26,63,0,1,10000,14336,1,8388608,12,1321984,1,5,0.2,0.01
4,16,16,2052096,8,2,3,0,8,30,64,0,1,10000,10240,1,8388608,11,1479680,1,5,0.2,0.02
5,16,14,2060288,8,2,3,0,8,25,64,0,1,-1,9216,1,8388608,11,1687552,1,5,0.2,0.01
6,16,13,2060288,8,2,3,0,8,29,64,0,1,10000,14336,1,8388608,11,1367040,1,5,0.2,0.01
7,16,15,2050048,8,2,3,0,8,29,63,0,1,10000,9216,1,7340032,12,1321984,1,5,0.2,0.01
8,16,16,2060288,8,2,3,0,8,29,64,0,1,-1,16384,1,8388608,12,1479680,1,5,0.05,0.01
9,16,15,2060288,8,2,3,0,8,28,64,0,1,-1,16384,1,8388608,12,1073152,1,7,0.2,0.01
10,15,14,2082816,8,2,3,0,8,28,64,0,1,10000,4096,1,8388608,12,1479680,1,5,0.2,0.01
11,16,9,2060288,8,2,3,0,8,25,64,0,1,-1,10240,1,8388608,12,1479680,1,5,0.15,0.01
12,16,16,2052096,8,2,3,0,8,26,64,0,1,10000,14336,1,6291456,12,1333248,1,5,0.2,0.01
13,16,16,2052096,8,2,3,0,8,21,64,0,1,-1,9216,1,8388608,12,2001920,1,5,0.05,0.0
14,16,15,2052096,8,2,3,0,8,29,64,0,1,-1,3072,1,8388608,12,1669120,1,5,0.2,0.06
15,16,16,2060288,8,2,3,0,8,25,64,0,1,-1,16384,1,8388608,12,1479680,1,6,0.05,0.01
