,max_background_compactions,max_background_flushes,write_buffer_size,max_write_buffer_number,min_write_buffer_number_to_merge,compaction_pri,compaction_style,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,compression_type,bloom_locality,open_files,block_size,cache_index_and_filter_blocks,max_bytes_for_level_base,max_bytes_for_level_multiplier,target_file_size_base,target_file_size_multiplier,num_levels,memtable_bloom_size_ratio,compression_ratio
0,3,4,2091008,8,2,3,0,8,32,60,0,0,-1,16384,0,8388608,11,526336,2,8,0.2,0.98
1,8,8,2091008,8,2,3,0,8,32,61,0,0,10000,16384,0,8388608,11,526336,2,8,0.2,0.99
2,15,3,2091008,8,2,3,0,8,32,63,0,0,-1,16384,0,8388608,12,526336,2,8,0.15,0.9
3,13,6,2091008,8,2,3,0,8,32,63,0,0,-1,16384,1,8388608,12,526336,2,5,0.2,0.98
4,15,6,2091008,8,2,3,0,8,32,45,0,0,-1,16384,0,8388608,12,592896,2,8,0.2,0.76
5,13,7,2091008,8,2,3,0,8,32,53,0,0,-1,16384,0,8388608,12,526336,2,5,0.2,0.99
6,13,4,2091008,8,2,3,0,8,32,43,0,0,100000,16384,0,8388608,12,592896,2,8,0.15,0.91
7,16,8,2055168,8,2,3,0,8,32,63,0,0,-1,16384,1,8388608,11,526336,2,5,0.2,0.9
8,16,3,2091008,8,2,3,0,8,32,54,0,0,-1,15360,0,8388608,12,583680,2,5,0.2,0.98
9,12,6,2091008,8,2,3,0,8,32,50,0,0,-1,14336,0,8388608,12,526336,2,7,0.2,0.99
10,11,6,2091008,8,2,3,0,8,32,60,0,0,10000,16384,1,8388608,11,526336,2,8,0.2,0.99
11,12,6,2091008,8,2,3,0,8,32,50,0,0,-1,14336,0,8388608,12,592896,2,8,0.2,0.91
12,8,11,2091008,8,2,3,0,8,32,60,0,0,-1,16384,1,8388608,11,526336,2,8,0.2,0.93
13,15,2,2091008,8,2,3,0,8,32,45,0,0,10000,16384,0,8388608,11,526336,2,8,0.2,0.89
14,15,10,2091008,8,2,3,0,7,32,60,0,0,-1,16384,0,8388608,12,526336,2,6,0.2,0.99
15,11,6,2091008,8,2,3,0,8,32,60,0,0,-1,16384,0,8388608,11,526336,2,8,0.2,0.83
