,max_background_compactions,max_background_flushes,write_buffer_size,max_write_buffer_number,min_write_buffer_number_to_merge,compaction_pri,compaction_style,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,compression_type,bloom_locality,open_files,block_size,cache_index_and_filter_blocks,max_bytes_for_level_base,max_bytes_for_level_multiplier,target_file_size_base,target_file_size_multiplier,num_levels,memtable_bloom_size_ratio,compression_ratio
0,16,15,2094080,8,2,3,0,7,32,49,0,1,-1,16384,1,8388608,10,564224,1,6,0.2,0.98
1,16,15,2082816,8,2,3,0,8,32,56,0,1,10000,16384,1,8388608,12,699392,1,6,0.15,0.98
2,16,16,2008064,8,2,3,0,8,32,54,0,1,10000,16384,1,8388608,11,699392,1,7,0.2,0.98
3,15,16,2077696,8,2,3,0,8,32,54,0,1,-1,16384,1,8388608,11,699392,1,7,0.15,0.98
4,16,15,2094080,8,2,3,0,7,32,39,0,1,-1,16384,1,8388608,8,564224,1,5,0.1,0.98
5,16,16,2033664,8,2,3,0,8,32,57,0,1,-1,15360,1,8388608,12,699392,1,7,0.15,0.98
6,16,15,2094080,8,2,2,0,7,32,55,0,1,-1,16384,1,8388608,12,564224,1,7,0.2,0.98
7,16,16,2075648,8,2,3,0,7,32,43,0,1,100000,16384,1,8388608,12,786432,1,7,0.2,0.98
8,16,14,2008064,8,2,3,0,8,32,62,0,1,10000,16384,1,8388608,12,697344,1,6,0.15,0.98
9,15,16,2077696,8,2,3,0,8,32,50,0,1,10000,16384,1,8388608,11,699392,1,8,0.15,0.98
10,16,16,2008064,8,2,3,0,8,32,54,0,1,-1,16384,1,8388608,12,779264,1,7,0.15,0.97
11,16,14,2008064,8,2,3,0,8,32,50,0,1,-1,16384,1,8388608,12,857088,1,7,0.2,0.98
12,16,16,2008064,8,2,3,0,8,32,63,0,1,10000,16384,1,8388608,12,549888,2,5,0.2,0.92
13,16,15,2008064,8,2,3,0,8,32,43,0,1,100000,16384,1,8388608,12,857088,1,7,0.2,0.98
14,16,15,2008064,8,2,3,0,8,32,43,0,1,-1,16384,1,8388608,12,863232,1,6,0.2,0.98
15,16,14,2008064,8,2,3,0,8,32,50,0,1,10000,16384,1,8388608,12,699392,1,6,0.15,0.98
