,max_background_compactions,max_background_flushes,write_buffer_size,max_write_buffer_number,min_write_buffer_number_to_merge,compaction_pri,compaction_style,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,compression_type,bloom_locality,open_files,block_size,cache_index_and_filter_blocks,max_bytes_for_level_base,max_bytes_for_level_multiplier,target_file_size_base,target_file_size_multiplier,num_levels,memtable_bloom_size_ratio,compression_ratio
0,6,1,2093056,8,2,3,0,8,30,36,0,0,-1,16384,1,8388608,12,547840,2,8,0.1,0.99
1,6,1,2093056,8,2,3,0,8,20,33,0,0,10000,16384,1,8388608,12,568320,2,7,0.1,0.47
2,12,1,2093056,8,2,3,0,8,20,32,0,0,100000,16384,1,8388608,12,547840,2,7,0.15,0.47
3,10,2,2093056,8,2,3,0,8,22,32,0,0,100000,16384,1,8388608,12,547840,2,6,0.15,0.57
4,9,1,2093056,8,2,3,0,8,28,32,0,0,10000,16384,1,8388608,12,547840,2,7,0.15,0.9
5,13,1,2093056,8,2,3,0,8,21,37,0,0,10000,16384,1,8388608,12,547840,2,6,0.15,0.57
6,8,1,2093056,8,2,3,0,8,27,32,0,0,100000,16384,1,8388608,11,547840,2,6,0.15,0.65
7,8,1,2093056,8,2,3,0,8,29,42,0,0,10000,16384,1,8388608,12,547840,2,8,0.2,0.99
8,6,1,2093056,8,2,3,0,8,22,36,0,0,10000,16384,1,8388608,11,547840,2,7,0.1,0.4
9,6,1,2093056,8,2,3,0,8,23,35,0,0,10000,16384,1,8388608,12,547840,2,8,0.15,0.57
10,12,1,2093056,8,2,3,0,8,17,32,0,0,100000,16384,1,8388608,11,547840,2,6,0.05,0.19
11,9,1,2093056,8,2,3,0,8,29,44,0,0,-1,16384,1,8388608,12,547840,2,8,0.05,0.79
12,12,1,2093056,8,2,3,0,8,27,36,0,0,-1,16384,1,8388608,12,547840,2,8,0.2,0.99
13,9,1,2093056,8,2,3,0,8,16,35,0,0,10000,16384,1,8388608,11,547840,2,7,0.05,0.26
14,12,1,2093056,8,2,3,0,8,19,32,0,0,100000,16384,1,7340032,12,547840,2,6,0.15,0.51
15,12,1,2093056,8,2,3,0,8,17,32,0,0,-1,15360,1,8388608,11,547840,2,6,0.05,0.26
