,max_background_compactions,max_background_flushes,write_buffer_size,max_write_buffer_number,min_write_buffer_number_to_merge,compaction_pri,compaction_style,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,compression_type,bloom_locality,open_files,block_size,cache_index_and_filter_blocks,max_bytes_for_level_base,max_bytes_for_level_multiplier,target_file_size_base,target_file_size_multiplier,num_levels,memtable_bloom_size_ratio,compression_ratio
0,16,1,2096128,5,2,0,0,8,24,33,3,0,100000,16384,0,8388608,12,1872896,2,5,0,0.0
1,16,2,2096128,5,2,0,0,8,29,38,3,0,-1,16384,0,8388608,11,1905664,2,5,0,0.0
2,16,4,2096128,6,2,0,0,8,23,35,3,0,-1,16384,0,8388608,8,2001920,2,5,0,0.0
3,16,3,2096128,5,2,0,0,8,24,35,3,0,100000,16384,0,8388608,9,1872896,2,5,0,0.0
4,16,4,2096128,4,2,0,0,8,23,36,3,0,-1,16384,0,8388608,8,1996800,2,5,0,0.0
5,16,4,2096128,5,2,0,0,8,27,35,3,0,100000,16384,0,8388608,12,1872896,2,5,0,0.0
6,16,3,1965056,3,2,0,0,8,25,38,3,0,100000,16384,0,8388608,12,1873920,2,5,0,0.0
7,16,3,2096128,6,2,0,0,8,24,35,3,0,-1,16384,0,8388608,11,2001920,2,5,0,0.0
8,16,2,2096128,5,2,0,0,8,29,38,3,0,10000,16384,0,8388608,11,1754112,2,5,0,0.0
9,16,6,2096128,6,2,0,0,8,22,35,3,0,-1,16384,0,8388608,9,2001920,2,5,0,0.0
10,16,2,2096128,5,2,0,0,7,27,35,3,0,10000,16384,0,8388608,12,2034688,2,5,0,0.0
11,16,3,2096128,4,2,0,0,8,25,35,3,0,100000,16384,0,8388608,12,1872896,2,7,0.1,0.0
12,16,2,2096128,5,2,1,0,8,27,36,3,0,-1,16384,0,8388608,10,2071552,2,6,0.05,0.0
13,16,3,2096128,6,2,0,0,8,25,35,3,0,100000,15360,0,8388608,8,2087936,2,6,0,0.0
14,16,4,2096128,6,2,0,0,8,32,38,3,0,10000,16384,0,7340032,12,2087936,2,6,0,0.0
15,16,3,2096128,6,2,0,0,8,22,35,3,0,-1,16384,0,8388608,8,1981440,2,5,0.05,0.0
