,max_background_compactions,max_background_flushes,write_buffer_size,max_write_buffer_number,min_write_buffer_number_to_merge,compaction_pri,compaction_style,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,compression_type,bloom_locality,open_files,block_size,cache_index_and_filter_blocks,max_bytes_for_level_base,max_bytes_for_level_multiplier,target_file_size_base,target_file_size_multiplier,num_levels,memtable_bloom_size_ratio,compression_ratio
0,4,1,2085888,8,2,2,0,8,18,33,1,0,-1,2048,1,8388608,11,525312,1,5,0.05,0.03
1,4,2,2085888,8,2,2,0,8,16,34,1,0,10000,4096,1,8388608,11,525312,1,5,0,0.01
2,3,2,2085888,7,2,2,0,8,16,38,1,0,100000,3072,1,8388608,11,536576,1,5,0,0.01
3,3,3,2085888,7,2,2,0,8,16,43,1,0,-1,2048,1,8388608,11,525312,1,5,0,0.0
4,3,1,2076672,8,2,2,0,8,16,36,1,0,100000,4096,1,8388608,11,525312,1,5,0,0.11
5,4,1,2085888,8,2,3,0,8,17,34,1,0,-1,2048,0,8388608,10,541696,2,5,0,0.01
6,4,1,2085888,8,2,3,0,8,18,36,1,0,-1,2048,0,8388608,12,541696,2,5,0,0.01
7,4,2,2085888,8,2,2,0,8,17,34,1,0,100000,4096,1,8388608,12,543744,1,5,0,0.0
8,3,1,2085888,8,2,3,0,8,16,32,1,0,1000000,2048,0,8388608,12,543744,2,5,0.1,0.03
9,3,1,2085888,7,2,2,0,8,16,51,1,0,10000,2048,1,8388608,11,525312,1,5,0,0.0
10,3,1,2085888,8,2,2,0,8,18,36,1,0,10000,2048,1,8388608,11,695296,1,5,0,0.09
11,4,1,2085888,8,2,2,0,8,17,32,1,0,100000,2048,1,8388608,11,543744,2,5,0,0.07
12,4,1,2085888,8,2,2,0,8,21,45,1,0,100000,2048,1,8388608,11,536576,1,5,0,0.01
13,4,2,2085888,8,2,2,0,8,17,35,1,0,10000,2048,1,8388608,11,572416,1,5,0,0.1
14,4,1,2085888,8,2,2,0,8,22,40,1,0,-1,2048,1,8388608,12,536576,1,5,0,0.04
15,4,1,2076672,8,2,3,0,8,16,36,1,0,100000,4096,1,8388608,12,560128,1,5,0,0.0
16,4,1,2085888,8,2,2,0,8,19,33,1,0,-1,4096,1,8388608,12,560128,1,5,0,0.0
17,4,3,2085888,8,2,2,0,8,16,39,1,0,10000,2048,1,8388608,12,624640,1,5,0,0.09
18,3,1,2085888,8,2,2,0,8,16,47,1,0,-1,2048,1,8388608,11,607232,1,5,0.05,0.05
19,3,1,2085888,8,2,3,0,8,20,36,1,0,10000,3072,0,8388608,11,525312,2,5,0,0.01
20,5,1,2085888,8,2,3,0,8,16,32,1,0,100000,2048,1,8388608,11,543744,2,5,0,0.03
21,4,1,2085888,8,2,2,0,8,21,45,1,0,100000,2048,1,8388608,12,532480,1,5,0,0.01
22,4,1,2052096,7,2,2,0,8,16,33,1,0,10000,2048,1,8388608,11,525312,1,5,0.05,0.05
23,3,1,2085888,8,2,2,0,8,21,36,1,0,100000,2048,1,8388608,11,536576,1,5,0.05,0.11
24,3,1,2076672,8,2,2,0,8,21,37,1,0,10000,2048,0,7340032,12,541696,2,5,0,0.01
25,3,1,2085888,7,2,2,0,8,16,33,1,0,10000,2048,1,8388608,12,525312,1,5,0.05,0.01
26,4,2,2085888,8,2,1,0,8,18,35,1,0,100000,2048,1,8388608,11,543744,1,5,0,0.03
27,4,2,2085888,8,2,2,0,8,18,33,1,0,100000,4096,1,8388608,11,589824,1,5,0,0.03
28,3,1,2085888,8,2,1,0,8,20,32,1,0,100000,3072,1,7340032,11,541696,1,5,0,0.01
29,4,2,2085888,8,2,2,0,8,18,33,1,0,-1,4096,0,8388608,10,560128,1,5,0,0.0
30,4,2,2085888,8,2,2,0,8,16,33,1,0,-1,3072,1,7340032,12,583680,1,5,0,0.01
31,4,1,2085888,8,2,2,0,8,16,38,1,0,100000,2048,1,8388608,12,551936,1,5,0.1,0.0
32,8,1,2085888,8,2,2,0,8,16,35,1,0,-1,2048,1,8388608,12,525312,1,5,0,0.0
33,3,1,2085888,8,2,3,0,8,21,45,1,0,-1,2048,1,8388608,11,536576,1,5,0,0.08
34,4,1,2084864,8,2,2,0,8,16,33,1,0,10000,4096,1,8388608,12,536576,1,5,0,0.21
35,4,1,2085888,8,2,1,0,8,23,38,1,1,-1,2048,1,8388608,11,541696,2,5,0,0.08
36,3,1,2085888,8,2,3,0,8,18,42,1,0,10000,2048,0,8388608,11,551936,2,5,0,0.09
