,max_background_compactions,max_background_flushes,write_buffer_size,max_write_buffer_number,min_write_buffer_number_to_merge,compaction_pri,compaction_style,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,compression_type,bloom_locality,open_files,block_size,cache_index_and_filter_blocks,max_bytes_for_level_base,max_bytes_for_level_multiplier,target_file_size_base,target_file_size_multiplier,num_levels,memtable_bloom_size_ratio,compression_ratio
0,16,8,2014208,5,2,3,0,8,32,33,0,0,1000000,16384,1,5242880,8,1451008,1,8,0.05,0.03
1,16,10,2014208,5,2,3,0,8,32,33,0,0,1000000,16384,1,5242880,11,1241088,2,8,0.05,0.03
2,16,13,2014208,5,2,3,0,8,32,38,0,0,1000000,12288,1,3145728,8,1694720,1,8,0,0.0
3,16,2,1929216,5,2,3,0,8,32,33,0,0,1000000,14336,1,4194304,10,1136640,1,8,0.05,0.0
4,16,1,2081792,6,2,2,0,8,32,33,0,0,1000000,16384,1,7340032,11,1241088,2,8,0,0.03
5,16,10,2014208,5,2,3,0,8,32,46,0,0,1000000,12288,1,3145728,8,1735680,1,8,0,0.0
6,16,4,2081792,5,2,3,0,8,32,33,0,0,1000000,15360,1,6291456,12,1211392,2,8,0.05,0.03
7,16,12,1929216,5,2,3,0,8,32,33,0,0,1000000,15360,1,6291456,8,1152000,2,8,0,0.04
8,16,2,2014208,5,2,2,0,8,32,33,0,0,1000000,16384,1,7340032,11,754688,2,8,0,0.03
9,16,10,1905664,5,2,3,0,8,32,42,0,0,1000000,12288,1,3145728,8,1585152,1,8,0,0.0
10,16,8,2014208,5,2,3,0,8,32,38,0,0,1000000,12288,1,3145728,8,1694720,1,7,0,0.0
11,16,10,1929216,5,2,3,0,8,27,33,0,0,1000000,16384,1,5242880,10,996352,2,8,0,0.03
12,16,2,2014208,5,2,3,0,8,32,33,0,0,1000000,15360,1,6291456,11,1152000,2,8,0.05,0.04
13,16,4,2054144,5,2,3,0,8,32,33,0,0,1000000,14336,1,7340032,10,1136640,2,8,0,0.0
14,16,8,2014208,5,2,3,0,8,32,46,0,0,1000000,11264,1,3145728,8,1735680,1,8,0,0.0
15,16,14,2014208,5,2,3,0,8,32,46,0,0,1000000,12288,1,3145728,8,1850368,1,8,0,0.0
