,max_background_compactions,max_background_flushes,write_buffer_size,max_write_buffer_number,min_write_buffer_number_to_merge,compaction_pri,compaction_style,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,compression_type,bloom_locality,open_files,block_size,cache_index_and_filter_blocks,max_bytes_for_level_base,max_bytes_for_level_multiplier,target_file_size_base,target_file_size_multiplier,num_levels,memtable_bloom_size_ratio,compression_ratio
0,16,16,2086912,8,2,3,0,8,30,58,0,1,10000,15360,0,7340032,12,582656,1,8,0.2,0.99
1,16,14,2067456,8,2,3,0,8,31,58,0,0,-1,16384,0,7340032,12,582656,1,8,0.2,0.99
2,16,15,2032640,8,2,2,0,8,30,62,0,1,-1,16384,0,7340032,12,595968,1,8,0.2,0.99
3,16,14,2058240,8,2,3,0,8,31,64,0,1,10000,15360,0,5242880,12,595968,1,8,0.15,0.99
4,15,14,2052096,8,2,3,0,8,27,64,0,1,10000,16384,0,7340032,12,582656,1,7,0.2,0.99
5,16,15,2089984,8,2,3,0,8,31,58,0,1,100000,16384,1,7340032,12,577536,1,8,0.2,0.99
6,16,12,2058240,8,2,3,0,8,32,61,0,1,-1,15360,0,4194304,11,724992,1,8,0.2,0.99
7,16,7,2089984,8,2,2,0,8,32,61,0,1,-1,15360,0,4194304,12,724992,1,8,0.2,0.99
8,16,10,2052096,8,2,3,0,8,30,49,0,1,-1,16384,0,8388608,12,582656,1,8,0.2,0.99
9,16,11,2052096,8,2,1,0,8,32,62,0,0,-1,16384,0,7340032,12,582656,1,8,0.2,0.99
10,16,7,2065408,8,2,2,0,8,32,61,0,1,100000,16384,0,4194304,12,724992,1,8,0.2,0.99
11,16,14,2058240,8,2,3,0,8,31,64,0,1,10000,14336,0,5242880,11,582656,1,7,0.2,0.99
12,14,14,2086912,8,2,3,0,8,31,59,0,1,10000,16384,0,6291456,12,582656,1,7,0.15,0.99
13,16,8,2058240,8,2,3,0,8,32,61,0,1,-1,16384,0,4194304,12,724992,1,7,0.2,0.99
14,15,14,2085888,8,2,2,0,8,31,62,0,1,1000000,15360,0,7340032,12,582656,1,8,0.2,0.99
15,14,9,2058240,8,2,3,0,8,32,61,0,1,-1,16384,0,5242880,12,724992,1,8,0.2,0.99
