,max_background_compactions,max_background_flushes,write_buffer_size,max_write_buffer_number,min_write_buffer_number_to_merge,compaction_pri,compaction_style,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,compression_type,bloom_locality,open_files,block_size,cache_index_and_filter_blocks,max_bytes_for_level_base,max_bytes_for_level_multiplier,target_file_size_base,target_file_size_multiplier,num_levels,memtable_bloom_size_ratio,compression_ratio
0,1,9,2085888,8,2,3,0,8,32,57,0,1,-1,16384,0,8388608,12,579584,2,7,0.15,0.99
1,14,14,2096128,8,2,3,0,8,32,61,0,1,100000,16384,0,8388608,12,579584,2,7,0.2,0.99
2,2,13,2085888,8,2,3,0,8,32,56,0,1,100000,16384,0,8388608,12,579584,2,7,0.15,0.99
3,6,13,2085888,8,2,3,0,8,32,59,0,1,10000,16384,0,8388608,11,605184,2,8,0.2,0.99
4,2,4,2075648,8,2,3,0,8,32,57,0,0,-1,16384,0,8388608,12,553984,2,8,0.15,0.99
5,8,5,2044928,8,2,3,0,8,32,63,0,1,100000,16384,0,8388608,12,579584,2,7,0.2,0.99
6,3,4,2045952,8,2,3,0,8,32,63,0,1,10000,16384,1,8388608,12,579584,2,6,0.15,0.99
7,2,4,2045952,8,2,3,0,8,32,63,0,1,100000,16384,0,8388608,12,579584,2,7,0.15,0.99
8,7,2,2085888,8,2,3,0,8,32,45,0,1,100000,16384,0,8388608,12,579584,2,7,0.2,0.99
9,3,2,2085888,8,2,3,0,8,32,62,0,0,10000,16384,0,8388608,12,579584,2,7,0.2,0.99
10,2,12,2045952,8,2,3,0,8,31,63,0,1,10000,16384,0,8388608,12,579584,2,7,0.2,0.99
11,8,15,2085888,8,2,3,0,8,32,56,0,1,100000,16384,0,8388608,12,579584,2,7,0.1,0.99
12,4,5,2085888,8,2,3,0,8,32,59,0,1,10000,16384,0,8388608,12,681984,2,8,0.2,0.99
13,2,10,2085888,8,2,3,0,8,32,57,0,0,-1,16384,0,8388608,12,768000,2,8,0.2,0.99
14,6,4,2085888,8,2,3,0,8,32,49,0,1,10000,16384,0,8388608,11,553984,2,7,0.15,0.99
15,8,12,2045952,8,2,3,0,8,32,63,0,0,10000,16384,0,8388608,12,579584,2,8,0.15,0.99
