,max_background_compactions,max_background_flushes,write_buffer_size,max_write_buffer_number,min_write_buffer_number_to_merge,compaction_pri,compaction_style,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,compression_type,bloom_locality,open_files,block_size,cache_index_and_filter_blocks,max_bytes_for_level_base,max_bytes_for_level_multiplier,target_file_size_base,target_file_size_multiplier,num_levels,memtable_bloom_size_ratio,compression_ratio
0,14,12,2093056,8,2,1,0,8,30,61,2,0,100000,16384,1,8388608,8,568320,1,8,0,0.93
1,1,2,2093056,8,2,1,0,8,31,40,2,0,1000000,5120,0,8388608,8,568320,1,8,0.2,0.96
2,16,3,2093056,8,2,3,0,8,32,45,2,0,10000,13312,1,8388608,9,602112,1,7,0,0.96
3,1,6,2093056,8,2,3,0,8,31,53,2,0,1000000,15360,0,8388608,8,594944,2,7,0.1,0.98
4,15,11,2093056,8,2,2,0,8,32,46,2,0,10000,15360,1,8388608,12,718848,1,8,0.05,0.84
5,12,8,2093056,8,2,3,0,8,31,61,2,0,10000,16384,1,8388608,9,529408,2,7,0.05,0.96
6,10,11,2093056,8,2,1,0,8,32,36,2,1,1000000,16384,1,8388608,8,595968,2,7,0,0.98
7,16,7,2059264,8,2,0,0,8,32,41,2,0,10000,16384,1,8388608,10,575488,1,7,0.05,0.96
8,4,8,2093056,8,2,3,0,8,32,42,2,0,1000000,6144,0,8388608,9,616448,1,6,0.15,0.98
9,13,10,2093056,8,2,1,0,8,28,52,2,0,-1,16384,1,8388608,8,551936,1,7,0.1,0.96
10,4,10,2093056,8,2,3,0,8,31,44,2,0,1000000,13312,0,8388608,8,556032,2,7,0.15,0.95
11,12,8,2093056,8,2,1,0,8,30,39,2,0,100000,14336,1,8388608,11,568320,1,8,0.05,0.97
12,14,10,2093056,8,2,1,0,8,26,61,2,0,100000,16384,1,8388608,11,568320,1,8,0,0.93
13,13,1,2093056,8,2,3,0,8,31,50,2,0,-1,16384,1,8388608,9,594944,1,6,0.05,0.84
14,4,2,2093056,8,2,3,0,8,32,33,2,0,1000000,15360,0,8388608,9,567296,1,7,0,0.96
15,11,12,2093056,8,2,1,0,8,28,57,2,0,100000,16384,1,8388608,11,568320,1,7,0,0.96
16,15,5,2093056,7,2,3,0,8,32,54,2,0,1000000,15360,0,8388608,8,562176,1,6,0,0.96
17,10,11,2093056,8,2,1,0,8,29,32,2,0,100000,16384,1,8388608,8,575488,1,7,0.05,0.96
18,13,4,2093056,8,2,2,0,8,30,61,2,0,100000,16384,1,8388608,9,568320,2,6,0.05,0.97
19,13,7,2093056,8,2,1,0,8,31,50,2,0,10000,16384,1,8388608,9,575488,2,7,0.05,0.96
20,13,10,2093056,8,2,1,0,8,32,63,2,0,-1,14336,1,6291456,12,594944,1,8,0.05,0.98
21,16,3,2093056,8,2,2,0,8,32,47,2,0,10000,15360,1,8388608,11,627712,2,6,0.05,0.96
22,16,4,2093056,8,2,3,0,8,30,54,2,0,-1,13312,1,8388608,9,567296,1,6,0.05,0.88
23,12,9,2093056,8,2,1,0,8,31,50,2,0,100000,14336,1,8388608,8,574464,1,6,0,0.96
24,4,9,2093056,8,2,3,0,8,30,40,2,0,1000000,12288,0,8388608,10,567296,1,5,0.2,0.96
25,11,2,2093056,8,2,3,0,8,32,41,2,0,10000,16384,1,7340032,9,595968,1,5,0.1,0.97
26,15,9,2058240,8,2,3,0,8,28,45,2,0,1000000,16384,1,8388608,8,595968,1,6,0,0.98
27,10,10,2093056,8,2,1,0,8,29,32,2,0,100000,16384,1,8388608,11,625664,1,8,0,0.96
28,16,5,2093056,8,2,1,0,8,32,44,2,0,100000,16384,1,6291456,10,595968,1,6,0,0.98
29,2,4,2093056,8,2,3,0,8,31,33,2,0,1000000,13312,0,8388608,9,568320,2,6,0.1,0.86
30,11,10,2093056,8,2,3,0,8,32,39,2,0,-1,16384,1,8388608,11,595968,1,8,0.2,0.83
31,10,5,2093056,8,2,3,0,8,32,33,2,0,10000,16384,1,7340032,9,595968,1,6,0.15,0.98
32,16,15,2093056,8,2,1,0,8,32,45,2,0,10000,16384,1,8388608,11,575488,1,8,0.2,0.72
33,13,5,2093056,7,2,3,0,8,32,59,2,0,1000000,12288,0,8388608,8,567296,1,7,0,0.96
34,14,9,2093056,7,2,3,0,8,30,57,2,0,100000,14336,1,7340032,12,543744,2,8,0,0.96
35,11,1,2095104,8,2,2,0,8,32,39,2,0,100000,16384,1,8388608,11,567296,1,6,0.05,0.95
36,16,8,2058240,8,2,1,0,8,26,37,2,0,100000,16384,1,8388608,11,567296,1,8,0.1,0.95
37,4,11,2093056,8,2,3,0,8,32,60,2,1,1000000,16384,0,8388608,8,588800,2,7,0,0.94
38,11,10,2093056,8,2,3,0,8,32,46,2,1,1000000,11264,0,8388608,8,603136,2,6,0,0.96
39,12,7,2093056,8,2,2,0,8,31,42,2,0,-1,14336,1,7340032,11,594944,1,8,0.15,0.99
40,14,9,2058240,8,2,3,0,8,28,45,2,0,10000,16384,1,7340032,10,648192,1,6,0,0.98
41,13,3,2093056,8,2,2,0,8,27,35,2,0,10000,15360,1,8388608,10,568320,1,5,0.05,0.96
42,13,11,2093056,8,2,1,0,8,32,42,2,0,100000,12288,1,8388608,9,551936,1,7,0.1,0.98
43,9,5,2086912,8,2,3,0,8,32,40,2,0,1000000,4096,0,8388608,9,568320,2,7,0.05,0.98
44,14,12,2062336,8,2,0,0,8,29,58,2,0,100000,16384,1,7340032,12,648192,1,8,0,0.86
45,8,10,2063360,7,2,3,0,8,31,46,2,1,1000000,14336,0,8388608,8,594944,2,6,0,0.98
46,12,5,2094080,8,2,3,0,8,27,44,2,0,-1,16384,1,8388608,12,543744,1,5,0.05,0.9
47,16,6,2033664,8,2,2,0,8,27,53,2,0,-1,16384,1,8388608,12,588800,1,6,0.05,0.94
48,14,12,2093056,8,2,1,0,8,31,46,2,0,100000,16384,1,8388608,8,568320,1,8,0.2,0.93
49,16,5,2093056,8,2,1,0,8,31,46,2,0,100000,16384,1,8388608,8,575488,1,6,0.15,0.96
50,12,6,2093056,8,2,3,0,8,32,42,2,0,100000,14336,1,8388608,9,551936,2,7,0.1,0.98
51,12,6,2093056,8,2,2,0,8,32,52,2,0,1000000,14336,1,7340032,9,557056,2,7,0,0.94
52,15,3,2058240,8,2,2,0,8,31,33,2,0,10000,14336,1,8388608,10,594944,2,6,0,0.98
53,14,5,2093056,7,2,2,0,8,28,39,2,0,100000,14336,1,8388608,11,568320,1,5,0,0.96
54,9,7,2093056,8,2,3,0,8,32,47,2,0,1000000,4096,0,8388608,9,575488,2,7,0.1,0.96
55,12,6,2093056,8,2,3,0,8,32,38,2,1,1000000,16384,1,8388608,8,776192,1,7,0,0.79
56,8,5,2093056,8,2,3,0,8,31,47,2,0,1000000,4096,0,8388608,10,575488,2,6,0.05,0.97
57,13,2,2093056,8,2,3,0,8,31,50,2,0,1000000,15360,1,7340032,10,588800,2,8,0,0.94
58,16,3,2055168,8,2,2,0,8,27,33,2,0,10000,16384,1,7340032,12,588800,1,8,0.05,0.94
59,15,2,2093056,8,2,1,0,8,32,44,2,0,100000,16384,0,8388608,11,594944,1,8,0,0.95
60,16,7,2093056,8,2,1,0,8,31,49,2,0,-1,16384,1,7340032,9,594944,1,8,0.2,0.99
61,7,5,2063360,8,2,3,0,8,31,57,2,0,1000000,4096,0,8388608,9,568320,1,5,0.2,0.96
62,15,2,2058240,8,2,2,0,8,26,33,2,0,-1,16384,1,8388608,8,567296,1,6,0,0.93
63,2,5,2093056,8,2,1,0,8,31,54,2,0,1000000,16384,0,8388608,8,568320,2,8,0.05,0.93
