,max_background_compactions,max_background_flushes,write_buffer_size,max_write_buffer_number,min_write_buffer_number_to_merge,compaction_pri,compaction_style,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,compression_type,bloom_locality,open_files,block_size,cache_index_and_filter_blocks,max_bytes_for_level_base,max_bytes_for_level_multiplier,target_file_size_base,target_file_size_multiplier,num_levels,memtable_bloom_size_ratio,compression_ratio
0,8,1,1737728,5,1,3,0,8,17,62,1,0,1000000,3072,0,6291456,8,559104,2,8,0,0.59
1,13,1,2045952,7,1,3,0,8,17,61,1,0,1000000,5120,0,7340032,9,559104,2,8,0,0.18
2,2,1,1769472,8,2,3,0,8,16,51,1,0,1000000,2048,1,8388608,10,559104,2,8,0,0.98
3,3,2,1921024,6,1,2,0,8,16,61,1,0,1000000,8192,0,8388608,8,568320,2,8,0,0.98
4,4,1,2045952,8,2,1,0,8,16,61,1,0,1000000,2048,0,7340032,9,559104,2,8,0,0.64
5,11,1,1855488,8,1,3,0,8,16,64,1,0,1000000,2048,0,8388608,11,559104,2,7,0,0.35
6,6,2,1606656,7,1,3,0,5,16,63,1,0,1000000,3072,0,7340032,8,559104,1,8,0,0.18
7,7,2,2050048,8,1,3,0,2,17,60,1,0,1000000,2048,0,7340032,9,585728,2,8,0,0.27
8,8,1,1681408,8,1,3,0,8,17,60,1,0,1000000,8192,0,7340032,9,559104,2,7,0,0.27
9,5,2,1802240,6,1,3,0,8,16,61,1,0,1000000,5120,0,7340032,8,559104,2,7,0,0.03
10,8,1,1973248,8,1,3,0,8,31,63,1,0,1000000,3072,0,7340032,8,559104,2,8,0,0.18
11,8,1,2045952,8,1,2,0,8,18,61,1,0,1000000,5120,0,6291456,9,559104,2,8,0,0.95
12,11,1,1681408,6,1,3,0,8,22,58,1,0,1000000,3072,0,6291456,8,800768,2,8,0,0.1
13,10,1,1217536,8,1,3,0,8,20,61,1,0,1000000,4096,0,3145728,9,559104,2,8,0,0.03
14,7,1,1989632,8,2,3,0,8,16,64,1,0,1000000,9216,0,8388608,11,559104,2,8,0,0.56
15,5,2,1802240,6,1,2,0,6,16,58,1,0,1000000,2048,0,7340032,9,764928,2,8,0,0.18
