,max_background_compactions,max_background_flushes,write_buffer_size,max_write_buffer_number,min_write_buffer_number_to_merge,compaction_pri,compaction_style,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,compression_type,bloom_locality,open_files,block_size,cache_index_and_filter_blocks,max_bytes_for_level_base,max_bytes_for_level_multiplier,target_file_size_base,target_file_size_multiplier,num_levels,memtable_bloom_size_ratio,compression_ratio
0,1,15,2084864,8,2,3,0,8,32,40,1,1,1000000,16384,0,8388608,12,528384,2,8,0.15,0.98
1,1,14,2091008,8,2,3,0,8,32,51,1,1,1000000,15360,0,8388608,12,555008,2,8,0.1,0.99
2,1,12,2062336,8,2,3,0,8,32,60,1,1,-1,16384,0,8388608,12,535552,2,8,0,0.96
3,2,16,2094080,8,2,3,0,8,32,60,1,1,100000,14336,0,8388608,10,544768,2,8,0,0.95
4,2,15,2096128,8,2,3,0,8,30,49,1,1,10000,16384,1,8388608,12,532480,2,7,0,0.99
5,2,14,2076672,8,2,3,0,8,32,60,1,1,10000,16384,0,8388608,12,641024,2,8,0,0.98
6,4,14,2079744,8,2,3,0,8,32,45,1,1,1000000,15360,0,8388608,11,540672,2,8,0.05,0.98
7,2,16,2060288,8,2,3,0,8,32,41,1,1,1000000,15360,0,8388608,12,550912,1,7,0,0.98
8,2,15,2070528,8,2,3,0,8,32,55,1,1,1000000,15360,1,8388608,12,525312,2,8,0.05,0.98
9,3,13,2064384,8,2,3,0,8,32,48,1,1,100000,16384,0,8388608,11,562176,2,8,0,0.96
10,2,15,2075648,8,2,3,0,8,31,43,1,1,10000,16384,0,8388608,12,571392,2,8,0,0.92
11,2,16,2094080,8,2,3,0,8,32,60,1,1,-1,15360,0,8388608,10,658432,2,7,0,0.99
12,3,14,2084864,8,2,3,0,8,32,43,1,1,100000,16384,1,8388608,11,548864,2,7,0,0.9
13,1,16,2076672,8,2,3,0,7,32,60,1,1,10000,16384,0,8388608,12,641024,2,8,0,0.98
14,1,16,2073600,8,2,3,0,8,28,51,1,1,1000000,16384,0,8388608,12,527360,1,7,0,0.95
15,3,16,2092032,8,2,3,0,8,32,48,1,1,1000000,16384,0,8388608,11,686080,1,7,0,0.97
16,2,15,2045952,8,2,3,0,8,31,43,1,1,10000,16384,0,8388608,12,536576,2,8,0,0.95
17,4,11,2079744,8,2,3,0,8,32,41,1,1,10000,16384,1,8388608,11,553984,2,8,0,0.98
18,2,10,2096128,8,2,3,0,8,31,49,1,1,100000,16384,0,8388608,10,576512,2,8,0,0.97
19,5,10,2096128,8,2,3,0,8,32,44,1,1,10000,16384,1,8388608,11,542720,2,7,0,0.99
20,1,13,2086912,8,2,3,0,8,32,57,1,1,1000000,16384,1,8388608,12,607232,2,8,0,0.96
21,2,13,2060288,8,2,3,0,8,32,52,1,1,100000,15360,0,8388608,10,589824,2,8,0,0.96
22,2,10,2094080,8,2,3,0,8,31,43,1,1,1000000,16384,0,8388608,11,589824,2,7,0.05,0.98
23,3,14,2095104,8,2,3,0,8,32,61,1,1,-1,16384,0,8388608,12,603136,2,7,0.05,0.99
24,6,15,2096128,8,2,3,0,8,32,45,1,1,1000000,15360,0,8388608,11,600064,2,8,0,0.96
25,2,14,2083840,8,2,3,0,8,31,49,1,1,-1,16384,0,8388608,10,593920,2,8,0,0.91
26,2,12,2094080,8,2,3,0,8,32,48,1,1,-1,16384,0,8388608,10,563200,2,8,0,0.85
27,2,15,2071552,8,2,3,0,8,31,55,1,1,100000,16384,0,8388608,9,570368,2,8,0,0.97
28,5,13,2084864,8,2,3,0,8,32,36,1,1,10000,16384,1,8388608,12,585728,2,8,0,0.98
29,1,16,2089984,8,2,3,0,8,32,39,1,1,-1,15360,0,8388608,10,644096,2,8,0,0.95
30,3,15,2096128,8,2,3,0,8,30,54,1,1,1000000,16384,0,8388608,10,569344,2,7,0.05,0.99
31,1,5,2094080,8,2,3,0,8,32,58,1,1,100000,16384,0,8388608,10,545792,2,7,0,0.99
32,3,16,2096128,8,2,3,0,8,32,36,1,1,1000000,13312,0,8388608,12,553984,1,8,0,0.96
33,3,16,2071552,8,2,3,0,8,32,48,1,1,100000,16384,1,8388608,11,570368,2,7,0.05,0.92
34,2,13,2095104,8,2,3,0,8,32,44,1,1,100000,14336,1,8388608,12,528384,2,7,0,0.92
35,5,13,2087936,8,2,3,0,8,32,47,1,1,10000,16384,1,8388608,11,566272,2,8,0,0.92
36,4,13,2080768,8,2,3,0,8,31,63,1,1,-1,16384,1,8388608,12,542720,2,8,0,0.97
37,2,16,2094080,8,2,3,0,8,32,38,1,1,1000000,15360,1,8388608,12,658432,2,8,0.05,0.97
38,1,16,2028544,8,2,3,0,8,32,47,1,1,100000,16384,0,8388608,11,531456,1,7,0,0.99
39,2,10,2075648,8,2,3,0,8,31,50,1,1,10000,16384,0,8388608,12,571392,2,8,0,0.92
40,2,14,2068480,8,2,3,0,8,32,64,1,1,-1,16384,0,8388608,9,527360,2,7,0,0.97
41,2,16,2089984,8,2,2,0,8,32,62,1,1,10000,15360,0,8388608,12,594944,2,6,0,0.93
42,3,14,2084864,8,2,3,0,8,32,52,1,1,1000000,15360,0,8388608,12,530432,1,7,0.05,0.98
43,6,10,2094080,8,2,3,0,8,32,39,1,1,10000,16384,1,8388608,12,544768,2,8,0,0.98
44,1,16,2091008,8,2,3,0,8,32,58,1,1,1000000,16384,1,7340032,11,545792,2,7,0,0.96
45,1,16,2073600,8,2,3,0,8,32,64,1,1,1000000,15360,0,8388608,11,565248,2,7,0.05,0.87
46,3,15,2095104,8,2,3,0,8,32,43,1,1,100000,16384,1,8388608,11,591872,2,6,0,0.85
47,2,16,2094080,8,2,3,0,8,31,49,1,1,1000000,16384,0,8388608,9,666624,2,8,0.05,0.96
48,2,14,2084864,8,2,3,0,8,30,53,1,1,1000000,16384,0,8388608,12,602112,2,8,0.15,0.98
49,3,15,2096128,8,2,3,0,8,31,55,1,1,1000000,16384,0,8388608,12,720896,2,8,0.15,0.99
50,2,15,2071552,8,2,3,0,8,32,52,1,1,10000,16384,1,8388608,12,583680,2,5,0,0.86
51,3,11,2095104,8,2,3,0,8,32,52,1,1,1000000,16384,1,8388608,11,654336,2,8,0.05,0.97
52,2,4,2096128,8,2,3,0,8,32,52,1,1,-1,16384,0,8388608,12,544768,2,8,0,0.93
53,3,12,2096128,8,2,3,0,8,32,55,1,1,-1,15360,1,8388608,12,654336,2,6,0,0.97
54,5,15,2081792,8,2,3,0,8,31,63,1,1,1000000,16384,0,8388608,12,613376,1,8,0,0.99
55,1,4,2070528,8,2,3,0,8,32,63,1,1,100000,16384,0,8388608,12,527360,2,6,0,0.98
56,2,16,2095104,8,2,3,0,8,31,43,1,1,100000,15360,1,8388608,11,544768,2,6,0,0.91
57,2,16,2062336,8,2,3,0,8,31,63,1,1,100000,16384,0,8388608,11,613376,1,8,0,0.99
