,max_background_compactions,max_background_flushes,write_buffer_size,max_write_buffer_number,min_write_buffer_number_to_merge,compaction_pri,compaction_style,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,compression_type,bloom_locality,open_files,block_size,cache_index_and_filter_blocks,max_bytes_for_level_base,max_bytes_for_level_multiplier,target_file_size_base,target_file_size_multiplier,num_levels,memtable_bloom_size_ratio,compression_ratio
0,15,16,2055168,6,2,0,0,8,27,36,0,0,1000000,2048,1,2097152,8,2059264,2,8,0.05,0.0
1,10,5,1870848,6,2,0,0,8,28,36,0,0,1000000,2048,1,2097152,8,2088960,2,6,0.05,0.0
2,9,9,1985536,6,2,0,0,8,27,36,0,0,1000000,3072,1,2097152,8,2059264,2,7,0.05,0.0
3,14,7,2055168,6,2,0,0,8,24,36,0,0,1000000,2048,1,2097152,8,2088960,2,7,0,0.0
4,13,16,2055168,6,2,0,0,8,27,36,0,0,1000000,2048,1,2097152,8,2059264,2,8,0.05,0.0
5,5,10,1979392,6,2,0,0,8,26,35,0,0,1000000,4096,1,2097152,8,1922048,2,7,0.05,0.0
6,9,14,1979392,6,2,0,0,8,24,46,0,0,1000000,3072,1,2097152,8,2001920,2,8,0.05,0.0
7,7,11,2044928,6,2,0,0,8,24,40,0,0,1000000,3072,1,2097152,8,2001920,2,8,0.05,0.0
8,10,5,1870848,6,2,1,0,8,28,36,0,0,1000000,2048,1,2097152,8,2088960,2,7,0.05,0.0
9,14,8,2055168,6,2,0,0,8,26,36,0,0,1000000,3072,1,2097152,8,1949696,2,7,0.05,0.0
10,4,16,2055168,6,2,0,0,8,27,37,0,0,1000000,5120,1,2097152,8,2059264,2,7,0,0.0
11,10,7,1914880,6,2,0,0,8,26,44,0,0,1000000,6144,1,2097152,8,2059264,2,5,0.05,0.0
12,7,9,1985536,6,2,0,0,8,28,36,0,0,1000000,2048,1,2097152,8,2088960,2,6,0.05,0.0
13,4,5,1969152,6,2,1,0,8,28,35,0,0,1000000,2048,1,2097152,8,2059264,2,8,0.05,0.0
14,10,10,1979392,6,2,0,0,8,26,39,0,0,1000000,5120,1,2097152,8,1922048,2,7,0,0.0
15,11,16,2055168,6,2,0,0,8,26,37,0,0,10000,3072,1,2097152,8,2087936,2,5,0,0.0
