,max_background_compactions,max_background_flushes,write_buffer_size,max_write_buffer_number,min_write_buffer_number_to_merge,compaction_pri,compaction_style,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger,compression_type,bloom_locality,open_files,block_size,cache_index_and_filter_blocks,max_bytes_for_level_base,max_bytes_for_level_multiplier,target_file_size_base,target_file_size_multiplier,num_levels,memtable_bloom_size_ratio,compression_ratio
0,15,6,2094080,8,2,3,0,8,32,44,1,0,-1,15360,1,8388608,12,562176,2,6,0.2,0.9
1,16,2,2095104,8,2,3,0,8,32,47,1,0,100000,15360,1,8388608,12,582656,2,6,0.2,0.93
2,16,7,2084864,8,2,3,0,8,32,32,1,0,-1,15360,1,8388608,12,582656,2,6,0.15,0.93
3,16,6,2095104,8,2,3,0,8,32,41,1,0,-1,14336,1,8388608,12,582656,2,6,0.15,0.93
4,16,2,2095104,8,2,3,0,8,32,48,1,0,-1,15360,1,8388608,12,562176,2,6,0.15,0.84
5,16,6,2095104,8,2,3,0,8,32,33,1,0,10000,16384,1,8388608,10,696320,2,8,0.2,0.93
6,16,2,2095104,8,2,3,0,8,32,41,1,0,10000,15360,1,8388608,12,582656,2,6,0.1,0.93
7,16,13,2094080,8,2,3,0,8,32,35,1,0,-1,15360,1,8388608,9,588800,2,7,0.15,0.93
8,15,6,2080768,8,2,3,0,8,32,34,1,0,-1,13312,1,8388608,12,627712,2,6,0.15,0.89
9,16,11,2095104,8,2,3,0,8,31,35,1,0,-1,15360,1,8388608,10,582656,2,6,0.2,0.93
10,16,11,2084864,8,2,2,0,8,32,35,1,0,-1,15360,1,8388608,12,582656,2,6,0.15,0.93
11,16,1,2084864,8,2,3,0,8,32,49,1,0,-1,13312,1,8388608,11,642048,2,6,0.15,0.92
12,16,14,2095104,8,2,3,0,8,32,41,1,0,10000,15360,1,8388608,10,649216,2,6,0.15,0.93
13,16,7,2084864,8,2,2,0,8,32,34,1,0,-1,16384,1,8388608,10,696320,2,6,0.2,0.93
14,16,7,2084864,8,2,2,0,8,32,34,1,0,100000,16384,1,8388608,12,696320,2,8,0.2,0.93
15,16,2,2095104,8,2,3,0,8,32,33,1,0,-1,13312,1,8388608,10,642048,2,6,0.2,0.93
