,WAF
1,6.4
2,6.2
3,9.9
4,9.8
5,6.9
6,6.7
7,4.9
8,6.1
9,4.7
10,10.6
11,5.5
12,4.8
13,5.7
14,4.7
15,5.4
16,5.7
17,6.3
18,5.1
19,10.2
20,4.9
21,11.0
22,8.7
23,4.8
24,16.4
25,5.1
26,6.0
27,5.1
28,4.9
29,4.3
30,5.6
31,5.6
32,4.8
33,10.0
34,5.7
35,7.0
36,4.3
37,8.8
38,5.3
39,6.2
40,6.1
41,4.6
42,6.7
43,6.3
44,10.8
45,6.6
46,5.6
47,6.6
48,5.7
49,7.4
50,5.7
51,5.1
52,4.3
53,4.8
54,4.5
55,5.6
56,5.2
57,5.4
58,5.9
59,5.0
60,8.6
61,6.7
62,5.7
63,5.0
64,6.5
65,3.9
66,6.6
67,9.5
68,7.5
69,14.5
70,4.1
71,10.5
72,13.0
73,6.1
74,6.7
75,5.6
76,5.5
77,5.1
78,4.9
79,6.0
80,4.6
81,4.4
82,6.2
83,6.7
84,4.2
85,6.5
86,5.3
87,6.3
88,5.2
89,5.6
90,5.1
91,4.2
92,5.6
93,5.1
94,6.7
95,5.5
96,5.3
97,4.6
98,6.6
99,4.9
100,5.7
101,5.1
102,6.9
103,5.3
104,7.7
105,10.0
106,4.6
107,6.7
108,4.0
109,4.5
110,9.3
111,10.6
112,4.7
113,5.3
114,6.3
115,9.6
116,6.3
117,4.0
118,12.8
119,4.4
120,5.2
121,4.9
122,3.7
123,7.5
124,6.4
125,4.4
126,4.1
127,13.8
128,5.3
129,6.9
130,7.3
131,6.8
132,4.3
133,9.7
134,8.5
135,5.5
136,5.9
137,6.7
138,10.4
139,5.7
140,5.2
141,5.1
142,5.2
143,4.3
144,6.8
145,10.6
146,13.0
147,6.6
148,4.5
149,5.7
150,5.8
151,7.0
152,5.1
153,5.1
154,12.2
155,5.7
156,6.2
157,21.0
158,5.7
159,4.7
160,5.6
161,5.8
162,9.7
163,6.0
164,5.4
165,6.7
166,6.9
167,4.8
168,6.8
169,6.2
170,4.6
171,10.6
172,7.4
173,6.7
174,4.5
175,6.0
176,4.9
177,4.8
178,4.7
179,15.4
180,4.1
181,4.6
182,6.6
183,10.6
184,10.3
185,4.1
186,4.5
187,4.7
188,8.1
189,6.5
190,8.7
191,10.6
192,6.6
193,4.5
194,5.5
195,5.8
196,7.1
197,7.1
198,12.0
199,5.4
200,15.3
201,5.0
202,5.4
203,5.9
204,5.1
205,5.8
206,7.7
207,5.6
208,7.8
209,5.0
210,6.2
211,5.7
212,5.5
213,8.1
214,6.7
215,6.2
216,6.2
217,5.7
218,6.7
219,7.0
220,5.1
221,5.4
222,9.3
223,6.7
224,5.5
225,5.0
226,8.5
227,6.0
228,4.4
229,5.3
230,5.8
231,5.7
232,5.8
233,9.4
234,6.1
235,6.0
236,9.7
237,4.9
238,4.4
239,14.1
240,8.5
241,10.8
242,4.3
243,6.8
244,5.0
245,7.4
246,4.5
247,4.7
248,9.6
249,6.1
250,5.1
251,3.7
252,5.6
253,4.5
254,5.1
255,6.4
256,10.6
257,8.9
258,14.2
259,4.4
260,9.3
261,4.8
262,6.1
263,5.3
264,5.0
265,5.4
266,7.0
267,5.3
268,4.3
269,5.7
270,6.4
271,6.3
272,5.2
273,6.5
274,9.9
275,5.1
276,5.3
277,4.3
278,8.8
279,6.2
280,9.0
281,5.7
282,6.4
283,9.0
284,5.2
285,4.6
286,4.4
287,6.3
288,5.1
289,3.3
290,5.8
291,5.9
292,10.4
293,5.4
294,10.1
295,6.1
296,4.4
297,6.3
298,4.6
299,6.2
300,6.6
301,4.3
302,4.5
303,5.7
304,4.9
305,5.0
306,10.1
307,9.1
308,6.7
309,5.1
310,4.6
311,5.1
312,4.8
313,7.3
314,10.3
315,5.4
316,10.1
317,5.2
318,5.4
319,6.2
320,5.0
321,10.1
322,6.5
323,5.2
324,6.7
325,5.8
326,10.2
327,7.0
328,7.0
329,14.3
330,6.9
331,13.7
332,5.0
333,11.0
334,8.9
335,5.2
336,5.4
337,14.0
338,5.5
339,5.7
340,5.7
341,6.6
342,7.2
343,6.0
344,5.0
345,5.2
346,4.9
347,6.0
348,5.6
349,10.0
350,5.7
351,7.7
352,6.2
353,6.6
354,5.8
355,5.0
356,5.1
357,15.6
358,6.1
359,5.5
360,7.0
361,5.1
362,9.6
363,3.9
364,5.5
365,6.2
366,5.2
367,5.7
368,5.7
369,15.1
370,6.0
371,4.3
372,7.0
373,10.0
374,5.8
375,5.1
376,4.6
377,6.0
378,3.3
379,5.6
380,9.2
381,5.7
382,4.5
383,4.6
384,9.4
385,5.3
386,5.8
387,10.4
388,3.5
389,8.4
390,4.3
391,10.0
392,4.6
393,5.1
394,7.1
395,5.1
396,3.5
397,9.9
398,4.9
399,4.8
400,10.1
401,9.5
402,10.2
403,10.6
404,6.3
405,10.6
406,4.1
407,6.3
408,4.5
409,6.6
410,11.0
411,4.8
412,5.1
413,12.7
414,6.1
415,5.0
416,10.4
417,5.8
418,5.5
419,5.7
420,7.2
421,4.4
422,10.6
423,4.7
424,4.8
425,10.5
426,4.1
427,4.9
428,10.6
429,4.9
430,9.5
431,5.1
432,7.0
433,6.9
434,5.5
435,5.0
436,4.6
437,5.0
438,5.7
439,5.4
440,5.2
